filename,F_May_22_VUS-PR,F_May_22_VUS-ROC,F_May_22_F_May_22_vs_Avg_VUS-PR_Diff,F_May_22_F_May_22_vs_Max_VUS-PR_Diff,F_May_22_Benchmark_Avg_VUS-PR,F_May_22_Benchmark_Max_VUS-PR,F_May_22_AUC-PR,F_May_22_AUC-ROC,F_May_22_Affiliation-F,F_May_22_R-based-F1,F_May_22_Event-based-F1,F_May_22_PA-F1,F_May_22_Standard-F1,F_May_22_runtime,F_May_22_per_feature_artifacts_path
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,0.7392602237088071,0.8573243512908086,0.5628112603383373,0.1656482593610188,0.1764489633704697,0.5736119643477883,0.76527104444925,0.8717201166180758,0.9956956363260572,0.8829527098122323,0.9999999999999996,1.0,0.8528379176688,127.96989250183104,MAD/F_May_22_Feature_Plots/001_NAB_id_1_Facility_tr_1007_1st_2014/F_May_22_per_feature_artifacts_details.json
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,0.4845826879021394,0.7102461022356967,0.2738760641135208,-0.1413671270844943,0.2107066237886185,0.6259498149866337,0.501866823652538,0.7213500784929356,0.9953245263442752,0.5476516187870497,0.9999999999999996,1.0,0.613706301078196,104.42338514328004,MAD/F_May_22_Feature_Plots/002_NAB_id_2_WebService_tr_1500_1st_4106/F_May_22_per_feature_artifacts_details.json
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,0.535708388555372,0.7418227032778614,0.427167679557712,0.2461047897925277,0.1085407089976599,0.2896035987628442,0.5575836892133901,0.7542016806722689,0.9939185773469,0.7552301255230126,0.9999999999999996,1.0,0.6740902386218163,79.42793774604797,MAD/F_May_22_Feature_Plots/005_NAB_id_5_Traffic_tr_594_1st_1645/F_May_22_per_feature_artifacts_details.json
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,0.1988095651667128,0.561467269639466,-0.0831898667218584,-0.6417885622829318,0.2819994318885712,0.8405981274496447,0.2957684273305561,0.6498017803707693,0.5465618918908621,0.4415584415584416,0.5333333333333329,0.571032571032571,0.4371987811785668,147.90952801704407,MAD/F_May_22_Feature_Plots/006_NAB_id_6_Traffic_tr_2579_1st_5839/F_May_22_per_feature_artifacts_details.json
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,0.4695624199471451,0.7191900959166327,-0.0129112876166721,-0.3619736254232749,0.4824737075638172,0.83153604537042,0.4711368740798932,0.7228654193896871,0.9879379806330464,0.3722261989978525,0.9999999999999996,1.0,0.5866166447593808,361.3929979801178,MAD/F_May_22_Feature_Plots/008_NAB_id_8_Synthetic_tr_1007_1st_2734/F_May_22_per_feature_artifacts_details.json
009_NAB_id_9_Traffic_tr_500_1st_438.csv,0.3078846858286888,0.6119536035550127,0.1138089927846685,-0.4432291045043137,0.1940756930440202,0.7511137903330025,0.3054833652094919,0.6073740835951633,0.8702579592117606,0.3326406136482673,0.8076923076923072,0.935064935064935,0.4077627825865431,427.36478328704834,MAD/F_May_22_Feature_Plots/009_NAB_id_9_Traffic_tr_500_1st_438/F_May_22_per_feature_artifacts_details.json
010_NAB_id_10_WebService_tr_500_1st_271.csv,0.9980431763591568,0.9997136271483058,0.613635967421839,0.0167244298081185,0.3844072089373178,0.9813187465510383,0.9963481578414916,0.9993814236771984,0.9988385466392504,0.9759700510952598,0.9999999999999996,1.0,0.976583629291486,92.80102968215942,MAD/F_May_22_Feature_Plots/010_NAB_id_10_WebService_tr_500_1st_271/F_May_22_per_feature_artifacts_details.json
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,0.5406616984091307,0.7395886048405685,0.213593125328159,-0.3893742193759049,0.3270685730809717,0.9300359177850356,0.5457629531468671,0.7426160337552743,0.9953335470760426,0.5653753026634383,0.9999999999999996,1.0,0.6534046915650028,366.99631524086,MAD/F_May_22_Feature_Plots/011_NAB_id_11_Facility_tr_1007_1st_1526/F_May_22_per_feature_artifacts_details.json
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,0.978284808957206,0.9879234264061224,0.6443398142255845,0.1012509074269585,0.3339449947316215,0.8770339015302475,0.9782122254701606,0.9879032258064516,0.9999502533746816,0.990228013029316,0.9999999999999996,1.0,0.987750102815806,96.59412622451782,MAD/F_May_22_Feature_Plots/013_NAB_id_13_Traffic_tr_623_1st_2084/F_May_22_per_feature_artifacts_details.json
014_NAB_id_14_WebService_tr_500_1st_1045.csv,0.2802838782720785,0.8740034164617382,0.0913111953186218,-0.2987913258201903,0.1889726829534567,0.5790752040922689,0.2848667256694503,0.8771636899106974,0.8821789078209789,0.499339498018494,0.5345132743362827,0.9806451612903224,0.5335649759931658,109.76656794548036,MAD/F_May_22_Feature_Plots/014_NAB_id_14_WebService_tr_500_1st_1045/F_May_22_per_feature_artifacts_details.json
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,0.2947360566663364,0.5957318128213589,-0.0780311943561922,-0.7052631623263348,0.3727672510225287,0.9999992189926712,0.3161013838656842,0.6081871345029239,0.9800689817424766,0.5434412265758092,0.9999999999999996,1.0,0.3557663059596961,88.20930743217468,MAD/F_May_22_Feature_Plots/015_NAB_id_15_Synthetic_tr_1007_1st_2787/F_May_22_per_feature_artifacts_details.json
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,0.1754456649601461,0.6542330432581385,0.0238714389254285,-0.199332002844964,0.1515742260347175,0.3747776678051102,0.1926748367355455,0.6578740682812798,0.973761203358436,0.6365941184778825,0.9999999999999996,1.0,0.2884700268005873,108.0509068965912,MAD/F_May_22_Feature_Plots/016_NAB_id_16_Environment_tr_1816_1st_3540/F_May_22_per_feature_artifacts_details.json
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,0.3556932838818468,0.6419758286754578,0.0408736120823294,-0.5228030616697995,0.3148196717995174,0.8784963455516464,0.3819021982619771,0.6567164179104478,0.9880852913296134,0.6213991769547326,0.9999999999999996,1.0,0.4772690935194016,375.4075314998626,MAD/F_May_22_Feature_Plots/017_NAB_id_17_Synthetic_tr_1007_1st_1805/F_May_22_per_feature_artifacts_details.json
018_NAB_id_18_Facility_tr_500_1st_669.csv,0.1565435405608822,0.5164193791016897,-0.0388662597310942,-0.2640621316384762,0.1954098002919765,0.4206056721993585,0.099946836788942,0.5,,0.0,0.0,0.0,0.1817286523364183,78.85248255729675,MAD/F_May_22_Feature_Plots/018_NAB_id_18_Facility_tr_500_1st_669/F_May_22_per_feature_artifacts_details.json
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,0.158988628352284,0.6212236810391878,-0.0106253641303379,-0.2792679375319584,0.169613992482622,0.4382565658842425,0.1765540628756038,0.6326111952630129,0.9751848933644824,0.6121265878924192,0.9999999999999996,1.0,0.2945793960635472,100.56530690193176,MAD/F_May_22_Feature_Plots/019_NAB_id_19_Facility_tr_1007_1st_1171/F_May_22_per_feature_artifacts_details.json
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,0.7945291595282378,0.8784886480403972,0.3548563574463736,-0.2046430806101662,0.4396728020818641,0.999172240138404,0.801114630534453,0.8824476650563606,0.9978180807838568,0.8961962317810167,0.9999999999999996,1.0,0.8667834099224675,124.91656684875488,MAD/F_May_22_Feature_Plots/020_NAB_id_20_Synthetic_tr_1007_1st_2679/F_May_22_per_feature_artifacts_details.json
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,0.5216552497261129,0.9173863725220603,0.1577050865214774,-0.2149480592328966,0.3639501632046354,0.7366033089590095,0.437415427524105,0.8809182130885349,0.8631861602596306,0.3802896942647101,0.6666666666666662,0.7619047619047619,0.6279328525294844,131.26031684875488,MAD/F_May_22_Feature_Plots/022_NAB_id_22_Facility_tr_1007_1st_2980/F_May_22_per_feature_artifacts_details.json
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,0.2404052128007629,0.5858044506496726,-0.0679206860036868,-0.4496667363502737,0.3083258988044498,0.6900719491510368,0.2403193546480538,0.585781041388518,0.9706845127935666,0.5043929712460065,0.9999999999999996,1.0,0.2928749930100311,115.86278867721558,MAD/F_May_22_Feature_Plots/023_NAB_id_23_Facility_tr_4512_1st_16551/F_May_22_per_feature_artifacts_details.json
024_NAB_id_24_Synthetic_tr_1007_1st_2787.csv,0.3219269556864295,0.6113180561824633,-0.0954285392261675,-0.6780721811925141,0.417355494912597,0.9999991368789436,0.33311378725211,0.6179337231968811,0.9818411617402464,0.4548192771084338,0.9999999999999996,1.0,0.3817003815095313,102.48477864265442,MAD/F_May_22_Feature_Plots/024_NAB_id_24_Synthetic_tr_1007_1st_2787/F_May_22_per_feature_artifacts_details.json
025_NAB_id_25_WebService_tr_3958_1st_4614.csv,0.2218324304448775,0.5761432472559305,0.105583952499672,-0.0361835805531952,0.1162484779452055,0.2580160109980728,0.2214743412585238,0.5760320559051005,0.9751116458828614,0.4347380993004607,0.9999999999999996,1.0,0.2636141579193315,123.5650908946991,MAD/F_May_22_Feature_Plots/025_NAB_id_25_WebService_tr_3958_1st_4614/F_May_22_per_feature_artifacts_details.json
026_NAB_id_26_Traffic_tr_624_1st_2261.csv,0.2464874605071015,0.711666171538197,0.1233576407303138,-0.1384241097503584,0.1231298197767876,0.3849115702574599,0.2501425281463201,0.7165816791112729,0.9122635415875816,0.436046511627907,0.7199999999999995,0.9937369519832986,0.4203564864741068,362.6793529987335,MAD/F_May_22_Feature_Plots/026_NAB_id_26_Traffic_tr_624_1st_2261/F_May_22_per_feature_artifacts_details.json
027_NAB_id_27_Facility_tr_757_1st_2582.csv,0.3347359907390206,0.7827654157501509,0.1641654219625739,-0.3437443633676686,0.1705705687764466,0.6784803541066893,0.3278561789522005,0.7808839632638643,0.79394144981792,0.5192307692307693,0.6666666666666662,0.9975062344139652,0.545040094193173,358.19107484817505,MAD/F_May_22_Feature_Plots/027_NAB_id_27_Facility_tr_757_1st_2582/F_May_22_per_feature_artifacts_details.json
028_NAB_id_28_Facility_tr_1007_1st_3447.csv,0.3109852484124717,0.6141541821056125,-0.0673109629195578,-0.6889913736316202,0.3782962113320296,0.999976622044092,0.316501185579203,0.6174418604651163,0.9773345432275616,0.5589812332439679,0.9999999999999996,1.0,0.3804112320747684,354.32060050964355,MAD/F_May_22_Feature_Plots/028_NAB_id_28_Facility_tr_1007_1st_3447/F_May_22_per_feature_artifacts_details.json
032_WSD_id_4_WebService_tr_4559_1st_11822.csv,0.4698643594253575,0.9981624167541776,0.3459061542771801,-0.3248482141216048,0.1239582051481774,0.7947125735469623,0.4930204946449942,0.9980553078655904,0.9087585192871116,0.5315203955500618,0.6896551724137926,0.9552238805970148,0.5882305993454282,130.3670516014099,MAD/F_May_22_Feature_Plots/032_WSD_id_4_WebService_tr_4559_1st_11822/F_May_22_per_feature_artifacts_details.json
