file,Best_Baseline_Algo,Best_Baseline_Score,Best_TSPulse_Algo,Best_TSPulse_Score,TSPulse_ZS_ensemble,TSPulse2,Diff_TSPulse2_vs_Baseline,Diff_ZS_vs_Baseline,Diff_TSPulse2_vs_Best_TSPulse,Diff_TSPulse2_vs_Ensemble
832_Exathlon_id_23_Facility_tr_10766_1st_12590,Sub-PCA,0.913978605729142,TSPulse_ZS_time,0.891269,0.074842,0.752955,-0.16102360572914198,-0.022709605729142046,-0.13831399999999994,0.6781130000000001
332_UCR_id_30_Facility_tr_13750_1st_52600,KShapeAD,0.9734223853444746,TSPulse_ZS_time,0.562635,0.506054,0.811945,-0.16147738534447453,-0.41078738534447456,0.24931000000000003,0.305891
260_IOPS_id_1_WebService_tr_5000_1st_11804,POLY,0.6537102304608683,TSPulse_ZS_future,0.992391,0.187935,0.485197,-0.1685132304608683,0.33868076953913173,-0.507194,0.297262
013_NAB_id_13_Traffic_tr_623_1st_2084,SAND,0.8770339015302475,TSPulse_ZS_future,0.651788,0.176669,0.707759,-0.1692749015302475,-0.22524590153024748,0.05597099999999999,0.5310900000000001
833_Exathlon_id_24_Facility_tr_10766_1st_12590,Sub-PCA,0.9997489698207884,TSPulse_ZS_time,0.904668,0.287314,0.830315,-0.1694339698207884,-0.0950809698207884,-0.074353,0.5430010000000001
225_MGAB_id_1_Synthetic_tr_25000_1st_38478,Sub-LOF,0.4866260194814325,TSPulse_ZS_ensemble,0.887176,0.887176,0.313248,-0.1733780194814325,0.40054998051856744,-0.573928,-0.573928
415_UCR_id_113_Medical_tr_3000_1st_8612,SAND,0.9969936441780102,TSPulse_ZS_fft,0.463342,0.236378,0.823292,-0.17370164417801015,-0.5336516441780101,0.35995000000000005,0.586914
866_OPPORTUNITY_id_25_HumanActivity_tr_6213_1st_7311,Sub-PCA,0.9967320638121808,TSPulse_ZS_time,0.944614,0.321226,0.819065,-0.17766706381218078,-0.05211806381218087,-0.1255489999999999,0.49783900000000003
214_SMD_id_37_Facility_tr_5925_1st_17580,MOMENT (FT),0.9728920014948976,TSPulse_ZS_ensemble,0.701412,0.701412,0.794806,-0.17808600149489762,-0.2714800014948976,0.09339399999999998,0.09339399999999998
847_OPPORTUNITY_id_6_HumanActivity_tr_808_1st_908,Sub-PCA,0.943472506329662,TSPulse_ZS_future,0.9854,0.241576,0.762535,-0.180937506329662,0.0419274936703381,-0.2228650000000001,0.520959
857_OPPORTUNITY_id_16_HumanActivity_tr_500_1st_566,Sub-PCA,0.9388404830102266,TSPulse_ZS_fft,0.762373,0.204741,0.757841,-0.18099948301022661,-0.17646748301022663,-0.0045319999999999805,0.5530999999999999
526_UCR_id_224_Sensor_tr_2827_1st_4711,Sub-LOF,0.9716767598951994,TSPulse_ZS_future,0.806874,0.607787,0.789148,-0.18252875989519945,-0.16480275989519944,-0.01772600000000002,0.181361
267_IOPS_id_8_WebService_tr_1534_1st_1882,SR,0.5338248061598019,TSPulse_ZS_future,0.914712,0.655906,0.345375,-0.1884498061598019,0.3808871938401981,-0.569337,-0.310531
207_SMD_id_30_Facility_tr_7174_1st_21230,USAD,0.9081481594747988,TSPulse_ZS_future,0.836755,0.497587,0.718072,-0.19007615947479872,-0.07139315947479874,-0.11868299999999998,0.22048500000000004
220_LTDB_id_5_Medical_tr_500_1st_26,Series2Graph,0.7863309674212695,TSPulse_ZS_fft,0.863869,0.611368,0.592607,-0.19372396742126952,0.07753803257873049,-0.271262,-0.018761000000000028
094_WSD_id_66_WebService_tr_3309_1st_3914,MOMENT (FT),0.7644936983753546,TSPulse_ZS_time,0.990514,0.175739,0.57027,-0.19422369837535458,0.22602030162464537,-0.42024399999999995,0.3945310000000001
493_UCR_id_191_Sensor_tr_2847_1st_9330,Series2Graph,0.8161428936568124,TSPulse_ZS_future,0.813528,0.07481,0.61796,-0.1981828936568124,-0.0026148936568123338,-0.19556800000000008,0.5431499999999999
533_SMAP_id_3_Sensor_tr_2052_1st_5300,POLY,0.9997505648308426,TSPulse_ZS_fft,0.967949,0.113257,0.799066,-0.20068456483084252,-0.03180156483084262,-0.1688829999999999,0.6858090000000001
426_UCR_id_124_Sensor_tr_2827_1st_4711,Sub-LOF,0.98261086401905,TSPulse_ZS_future,0.939918,0.469747,0.780619,-0.20199186401905,-0.042692864019049925,-0.15929900000000008,0.3108719999999999
263_IOPS_id_4_WebService_tr_3482_1st_3582,MOMENT (ZS),0.808331951828185,TSPulse_ZS_future,0.956476,0.355788,0.603444,-0.20488795182818498,0.14814404817181503,-0.353032,0.247656
241_SVDB_id_5_Medical_tr_11587_1st_11687,KShapeAD,0.99793375116619,TSPulse_ZS_future,0.976277,0.353737,0.7925,-0.20543375116619,-0.021656751166190036,-0.18377699999999997,0.43876299999999996
835_Exathlon_id_26_Facility_tr_10766_1st_12590,Sub-PCA,0.9288599365222696,TSPulse_ZS_future,0.775568,0.752006,0.720653,-0.20820693652226963,-0.15329193652226958,-0.05491500000000005,-0.031352999999999964
283_NEK_id_7_WebService_tr_500_1st_777,Sub-PCA,0.9751752550160644,TSPulse_ZS_future,0.723091,0.41768,0.764393,-0.2107822550160644,-0.25208425501606435,0.04130199999999995,0.346713
019_NAB_id_19_Facility_tr_1007_1st_1171,Sub-MCD,0.4382565658842425,TSPulse_ZS_future,0.956132,0.541836,0.227381,-0.2108755658842425,0.5178754341157574,-0.7287509999999999,-0.314455
246_SVDB_id_10_Medical_tr_20100_1st_68460,MatrixProfile,0.5079175888404579,TSPulse_ZS_ensemble,0.693352,0.693352,0.294009,-0.21390858884045788,0.18543441115954207,-0.39934299999999995,-0.39934299999999995
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732,MOMENT (ZS),0.5195850466724389,TSPulse_ZS_fft,0.606948,0.525654,0.297903,-0.2216820466724389,0.08736295332756117,-0.30904500000000007,-0.22775099999999998
550_SWaT_id_1_Sensor_tr_43700_1st_43800,CNN,0.68176915281637,TSPulse_ZS_fft,0.813806,0.052249,0.456387,-0.22538215281636997,0.13203684718363007,-0.35741900000000004,0.404138
411_UCR_id_109_Environment_tr_2046_1st_4852,KMeansAD,0.90582447618461,TSPulse_ZS_time,0.882637,0.595088,0.669724,-0.23610047618461005,-0.023187476184610034,-0.21291300000000002,0.07463600000000004
855_OPPORTUNITY_id_14_HumanActivity_tr_808_1st_908,USAD,0.617325246367238,TSPulse_ZS_time,0.860367,0.708076,0.375135,-0.24219024636723796,0.24304175363276204,-0.485232,-0.33294100000000004
811_Exathlon_id_2_Facility_tr_10766_1st_12590,USAD,0.9962289281928078,TSPulse_ZS_future,0.867608,0.361726,0.752679,-0.24354992819280785,-0.1286209281928078,-0.11492900000000006,0.390953
603_YAHOO_id_53_Synthetic_tr_500_1st_893,IForest,1.0,TSPulse_ZS_fft,0.947918,0.641138,0.752744,-0.24725600000000003,-0.05208199999999996,-0.19517400000000007,0.11160599999999998
278_NEK_id_2_WebService_tr_500_1st_64,Sub-PCA,0.8911485558475744,TSPulse_ZS_ensemble,0.95362,0.95362,0.641516,-0.24963255584757438,0.06247144415242567,-0.31210400000000005,-0.31210400000000005
223_LTDB_id_8_Medical_tr_4456_1st_4556,KShapeAD,0.9900315261444648,TSPulse_ZS_time,0.813449,0.433718,0.737183,-0.25284852614446474,-0.1765825261444648,-0.07626599999999994,0.30346500000000004
539_SMAP_id_9_Sensor_tr_1857_1st_4270,MOMENT (FT),0.991961506745492,TSPulse_ZS_fft,0.786666,0.664381,0.733137,-0.25882450674549196,-0.20529550674549202,-0.05352899999999994,0.06875600000000004
463_UCR_id_161_Environment_tr_2046_1st_6006,KMeansAD,0.8304360522728402,TSPulse_ZS_future,0.829472,0.326879,0.569506,-0.2609300522728403,-0.0009640522728402434,-0.25996600000000003,0.24262699999999998
139_WSD_id_111_WebService_tr_1701_1st_1801,CNN,0.7089407451531597,TSPulse_ZS_time,0.829962,0.719273,0.447794,-0.2611467451531597,0.12102125484684023,-0.38216799999999995,-0.271479
471_UCR_id_169_Facility_tr_10000_1st_35774,MatrixProfile,0.7752333556004439,TSPulse_ZS_future,0.957731,0.521621,0.50861,-0.2666233556004439,0.18249764439955607,-0.449121,-0.013010999999999995
295_TODS_id_9_Synthetic_tr_1250_1st_2046,Series2Graph,0.8719406569937935,TSPulse_ZS_time,0.922605,0.052692,0.603002,-0.2689386569937935,0.05066434300620648,-0.31960299999999997,0.5503100000000001
201_SMD_id_24_Facility_tr_7174_1st_21230,MOMENT (FT),0.7027443092460118,TSPulse_ZS_ensemble,0.664844,0.664844,0.433093,-0.2696513092460118,-0.03790030924601184,-0.23175099999999998,-0.23175099999999998
517_UCR_id_215_Facility_tr_7482_1st_24005,MatrixProfile,0.904600485042372,TSPulse_ZS_time,0.740443,0.480115,0.634753,-0.269847485042372,-0.16415748504237204,-0.10568999999999995,0.154638
008_NAB_id_8_Synthetic_tr_1007_1st_2734,USAD,0.83153604537042,TSPulse_ZS_future,0.765074,0.509486,0.556326,-0.27521004537042004,-0.06646204537042,-0.20874800000000004,0.04683999999999999
151_Stock_id_3_Finance_tr_500_1st_62,SR,0.9975434272993452,TSPulse_ZS_fft,0.942151,0.046279,0.705713,-0.29183042729934516,-0.05539242729934524,-0.23643799999999993,0.6594340000000001
294_TODS_id_8_Synthetic_tr_500_1st_200,MatrixProfile,0.7888067948475956,TSPulse_ZS_fft,0.954119,0.92315,0.495786,-0.29302079484759563,0.1653122051524044,-0.45833300000000005,-0.427364
870_OPPORTUNITY_id_29_HumanActivity_tr_1477_1st_1577,Sub-PCA,0.9899096159762304,TSPulse_ZS_ensemble,0.758536,0.758536,0.689646,-0.3002636159762304,-0.2313736159762304,-0.06889,-0.06889
820_Exathlon_id_11_Facility_tr_11665_1st_13484,MOMENT (FT),0.9233792977395604,TSPulse_ZS_future,0.752607,0.009765,0.622747,-0.30063229773956035,-0.17077229773956037,-0.12985999999999998,0.612982
299_TODS_id_13_Synthetic_tr_500_1st_65,TimesFM,0.9397603002880204,TSPulse_ZS_fft,0.995278,0.149546,0.638416,-0.3013443002880204,0.05551769971197962,-0.356862,0.48886999999999997
261_IOPS_id_2_WebService_tr_2178_1st_2278,Sub-LOF,0.6067501311654793,TSPulse_ZS_time,0.557653,0.010662,0.305215,-0.30153513116547925,-0.04909713116547931,-0.25243799999999994,0.294553
209_SMD_id_32_Facility_tr_5925_1st_17580,USAD,0.9162330966419392,TSPulse_ZS_future,0.957238,0.351077,0.613508,-0.30272509664193914,0.04100490335806084,-0.34373,0.2624310000000001
672_YAHOO_id_122_WebService_tr_500_1st_857,KShapeAD,1.0,TSPulse_ZS_ensemble,0.909944,0.909944,0.695901,-0.304099,-0.09005600000000002,-0.21404299999999998,-0.21404299999999998
147_MSL_id_8_Sensor_tr_590_1st_690,FITS,0.6444761934593974,TSPulse_ZS_time,0.773344,0.675612,0.340053,-0.30442319345939745,0.1288678065406026,-0.43329100000000004,-0.335559
406_UCR_id_104_Facility_tr_20000_1st_67950,POLY,0.917508366998484,TSPulse_ZS_fft,0.982709,0.054864,0.611725,-0.3057833669984841,0.06520063300151602,-0.3709840000000001,0.5568609999999999
723_YAHOO_id_173_WebService_tr_500_1st_1214,OmniAnomaly,0.9547599354168956,TSPulse_ZS_ensemble,0.846224,0.846224,0.64418,-0.31057993541689566,-0.10853593541689566,-0.202044,-0.202044
074_WSD_id_46_WebService_tr_990_1st_1090,Series2Graph,0.8655641743404249,TSPulse_ZS_ensemble,0.862567,0.862567,0.553632,-0.31193217434042486,-0.002997174340424902,-0.30893499999999996,-0.30893499999999996
815_Exathlon_id_6_Facility_tr_10766_1st_12590,Sub-PCA,0.9997489698207884,TSPulse_ZS_time,0.999473,0.010798,0.684089,-0.3156599698207885,-0.00027596982078847976,-0.315384,0.673291
816_Exathlon_id_7_Facility_tr_10766_1st_12590,Sub-PCA,0.913978605729142,TSPulse_ZS_ensemble,0.995192,0.995192,0.596577,-0.317401605729142,0.08121339427085794,-0.39861499999999994,-0.39861499999999994
181_SMD_id_4_Facility_tr_5000_1st_15144,Sub-PCA,0.7669919881745467,TSPulse_ZS_time,0.805558,0.379145,0.446287,-0.32070498817454673,0.03856601182545327,-0.359271,0.06714199999999998
011_NAB_id_11_Facility_tr_1007_1st_1526,POLY,0.9300359177850356,TSPulse_ZS_ensemble,0.842363,0.842363,0.607837,-0.3221989177850356,-0.08767291778503561,-0.234526,-0.234526
780_YAHOO_id_230_Synthetic_tr_500_1st_893,KShapeAD,1.0,TSPulse_ZS_future,0.979378,0.021777,0.676822,-0.32317799999999997,-0.02062200000000003,-0.30255599999999994,0.655045
538_SMAP_id_8_Sensor_tr_2007_1st_3650,MOMENT (FT),0.9367941202744304,TSPulse_ZS_fft,0.931948,0.278431,0.608811,-0.32798312027443044,-0.004846120274430432,-0.323137,0.33038
541_SMAP_id_11_Sensor_tr_1832_1st_5300,POLY,0.9753846778952224,TSPulse_ZS_fft,0.956109,0.196586,0.645843,-0.3295416778952225,-0.019275677895222443,-0.31026600000000004,0.4492569999999999
396_UCR_id_94_Medical_tr_1875_1st_5607,SAND,0.9782778735799464,TSPulse_ZS_ensemble,0.859647,0.859647,0.648521,-0.32975687357994643,-0.1186308735799464,-0.21112600000000004,-0.21112600000000004
243_SVDB_id_7_Medical_tr_11393_1st_11493,KShapeAD,0.9356573401473358,TSPulse_ZS_time,0.860747,0.136502,0.602616,-0.3330413401473358,-0.07491034014733577,-0.258131,0.46611400000000003
113_WSD_id_85_WebService_tr_500_1st_335,TimesNet,0.9154909655675474,TSPulse_ZS_future,0.829493,0.399997,0.579279,-0.3362119655675474,-0.08599796556754735,-0.25021400000000005,0.179282
542_SMAP_id_12_Sensor_tr_1908_1st_4690,SAND,1.0,TSPulse_ZS_future,0.744521,0.485309,0.661694,-0.338306,-0.255479,-0.08282699999999998,0.17638500000000001
405_UCR_id_103_Sensor_tr_2827_1st_5988,Sub-PCA,0.5552612157875827,TSPulse_ZS_ensemble,0.773419,0.773419,0.216391,-0.3388702157875827,0.21815778421241727,-0.557028,-0.557028
865_OPPORTUNITY_id_24_HumanActivity_tr_2085_1st_2185,Sub-PCA,0.9954174578054474,TSPulse_ZS_time,0.967807,0.3777,0.647101,-0.3483164578054474,-0.027610457805447464,-0.32070599999999994,0.26940100000000006
391_UCR_id_89_Medical_tr_1875_1st_5759,KMeansAD,0.9946827155072654,TSPulse_ZS_future,0.993303,0.341492,0.643826,-0.3508567155072654,-0.0013797155072653444,-0.34947700000000004,0.302334
250_SVDB_id_14_Medical_tr_50000_1st_107354,KShapeAD,0.6560970106919596,TSPulse_ZS_future,0.771346,0.205624,0.304281,-0.35181601069195956,0.1152489893080404,-0.46706499999999995,0.09865700000000002
272_IOPS_id_13_WebService_tr_3442_1st_3542,TimesNet,0.8764053312951345,TSPulse_ZS_fft,0.904653,0.49731,0.523082,-0.3533233312951345,0.028247668704865503,-0.381571,0.025772000000000073
289_TODS_id_3_Synthetic_tr_500_1st_26,Chronos,0.9424464221619604,TSPulse_ZS_future,0.928242,0.155982,0.588811,-0.3536354221619604,-0.014204422161960384,-0.33943100000000004,0.43282899999999996
137_WSD_id_109_WebService_tr_4559_1st_14404,MOMENT (FT),0.6415706151221775,TSPulse_ZS_ensemble,0.530888,0.530888,0.28388,-0.3576906151221775,-0.11068261512217747,-0.247008,-0.247008
812_Exathlon_id_3_Facility_tr_10766_1st_12590,Sub-PCA,0.9997489698207884,TSPulse_ZS_ensemble,0.818974,0.818974,0.640165,-0.35958396982078844,-0.18077496982078844,-0.178809,-0.178809
195_SMD_id_18_Facility_tr_5925_1st_17580,MOMENT (FT),0.948383103719645,TSPulse_ZS_ensemble,0.900064,0.900064,0.586254,-0.3621291037196449,-0.048319103719644985,-0.3138099999999999,-0.3138099999999999
400_UCR_id_98_Environment_tr_2046_1st_5391,Chronos,1.0,TSPulse_ZS_future,0.999134,0.101604,0.628992,-0.371008,-0.0008660000000000334,-0.37014199999999997,0.527388
171_MITDB_id_2_Medical_tr_50000_1st_88864,KShapeAD,0.93464961005103,TSPulse_ZS_ensemble,0.967985,0.967985,0.55946,-0.37518961005103,0.03333538994897001,-0.408525,-0.408525
701_YAHOO_id_151_Synthetic_tr_500_1st_893,IForest,1.0,TSPulse_ZS_fft,0.957303,0.287066,0.624167,-0.375833,-0.042696999999999985,-0.333136,0.33710100000000004
863_OPPORTUNITY_id_22_HumanActivity_tr_808_1st_908,USAD,0.9990970116506293,TSPulse_ZS_fft,0.668685,0.58749,0.622717,-0.3763800116506293,-0.3304120116506293,-0.04596800000000001,0.03522700000000001
762_YAHOO_id_212_WebService_tr_500_1st_1055,KShapeAD,0.8818222759859512,TSPulse_ZS_fft,0.415715,0.100681,0.504613,-0.3772092759859512,-0.4661072759859512,0.08889799999999998,0.40393199999999996
194_SMD_id_17_Facility_tr_5925_1st_17580,POLY,0.897156115342193,TSPulse_ZS_time,0.562211,0.378812,0.518169,-0.378987115342193,-0.33494511534219296,-0.044042000000000026,0.139357
279_NEK_id_3_WebService_tr_500_1st_974,Sub-PCA,0.9926101945454334,TSPulse_ZS_fft,0.976554,0.085316,0.604501,-0.38810919454543347,-0.01605619454543339,-0.3720530000000001,0.519185
286_CATSv2_id_1_Sensor_tr_17792_1st_17892,USAD,0.4026696997484271,TSPulse_ZS_ensemble,0.962839,0.962839,0.005768,-0.3969016997484271,0.5601693002515729,-0.957071,-0.957071
393_UCR_id_91_Environment_tr_2046_1st_4852,Sub-KNN,0.7227088283818959,TSPulse_ZS_fft,0.772603,0.016541,0.323744,-0.3989648283818959,0.049894171618104166,-0.44885900000000006,0.307203
281_NEK_id_5_WebService_tr_500_1st_974,Sub-PCA,0.9955899625892408,TSPulse_ZS_ensemble,0.899745,0.899745,0.592377,-0.4032129625892408,-0.0958449625892408,-0.307368,-0.307368
547_SMAP_id_17_Sensor_tr_2133_1st_5400,POLY,0.8160689406156819,TSPulse_ZS_ensemble,0.661519,0.661519,0.411309,-0.40475994061568193,-0.15454994061568195,-0.25021,-0.25021
189_SMD_id_12_Facility_tr_5925_1st_17580,POLY,0.9263230457070546,TSPulse_ZS_fft,0.834302,0.357591,0.520007,-0.4063160457070546,-0.0920210457070546,-0.314295,0.162416
814_Exathlon_id_5_Facility_tr_10766_1st_12590,USAD,0.9962928975508962,TSPulse_ZS_future,0.939232,0.817055,0.588823,-0.40746989755089624,-0.05706089755089627,-0.35040899999999997,-0.228232
548_SMAP_id_18_Sensor_tr_2094_1st_5600,SAND,0.9857438321030784,TSPulse_ZS_ensemble,0.897364,0.897364,0.5663,-0.41944383210307834,-0.08837983210307832,-0.331064,-0.331064
829_Exathlon_id_20_Facility_tr_10766_1st_12590,Sub-PCA,0.913978605729142,TSPulse_ZS_ensemble,0.989239,0.989239,0.487709,-0.426269605729142,0.07526039427085796,-0.50153,-0.50153
229_MGAB_id_5_Synthetic_tr_25000_1st_33098,Sub-LOF,0.4281140583849515,TSPulse_ZS_future,0.878682,0.01697,0.001376,-0.4267380583849515,0.4505679416150485,-0.8773059999999999,-0.015593999999999998
313_UCR_id_11_Sensor_tr_2827_1st_4711,Sub-KNN,0.9692113140382712,TSPulse_ZS_time,0.910577,0.678363,0.541635,-0.42757631403827123,-0.05863431403827124,-0.368942,-0.13672800000000007
253_SVDB_id_17_Medical_tr_17803_1st_17903,KShapeAD,0.9581270316347708,TSPulse_ZS_fft,0.946054,0.002903,0.528438,-0.4296890316347708,-0.012073031634770803,-0.417616,0.525535
130_WSD_id_102_WebService_tr_2362_1st_2462,POLY,0.7220829017560688,TSPulse_ZS_fft,0.925829,0.00805,0.289579,-0.43250390175606884,0.2037460982439312,-0.63625,0.281529
417_UCR_id_115_Sensor_tr_2750_1st_5400,KMeansAD,0.9793156633803544,TSPulse_ZS_time,0.889108,0.329573,0.546667,-0.43264866338035435,-0.09020766338035435,-0.342441,0.217094
531_SMAP_id_1_Sensor_tr_1811_1st_4510,SAND,0.9930407230982612,TSPulse_ZS_fft,0.819303,0.459017,0.559661,-0.4333797230982612,-0.1737377230982612,-0.25964200000000004,0.10064399999999996
125_WSD_id_97_WebService_tr_2217_1st_2317,POLY,0.6785214374541638,TSPulse_ZS_fft,0.677668,0.344771,0.243488,-0.4350334374541638,-0.0008534374541637746,-0.43418,-0.10128299999999998
058_WSD_id_30_WebService_tr_1136_1st_1236,POLY,0.7365333116612451,TSPulse_ZS_ensemble,0.851669,0.851669,0.298235,-0.43829831166124517,0.11513568833875487,-0.553434,-0.553434
215_SMD_id_38_Facility_tr_5925_1st_17580,MOMENT (FT),0.7999417893854008,TSPulse_ZS_ensemble,0.910219,0.910219,0.351846,-0.44809578938540084,0.11027721061459916,-0.558373,-0.558373
211_SMD_id_34_Facility_tr_5925_1st_17580,POLY,0.8767147365054897,TSPulse_ZS_time,0.692863,0.034058,0.426835,-0.4498797365054897,-0.1838517365054897,-0.266028,0.39277700000000004
822_Exathlon_id_13_Facility_tr_10766_1st_12590,USAD,0.8772755263948759,TSPulse_ZS_fft,0.966926,0.233332,0.425839,-0.4514365263948759,0.08965047360512401,-0.5410869999999999,0.192507
238_SVDB_id_2_Medical_tr_25000_1st_71963,KShapeAD,0.9281401380854044,TSPulse_ZS_time,0.616827,0.564871,0.476403,-0.4517371380854044,-0.3113131380854044,-0.140424,-0.08846799999999999
287_TODS_id_1_Synthetic_tr_500_1st_11,SR,0.9821527632507104,TSPulse_ZS_fft,0.93831,0.054417,0.526284,-0.45586876325071046,-0.04384276325071046,-0.412026,0.471867
851_OPPORTUNITY_id_10_HumanActivity_tr_6213_1st_7311,Sub-MCD,0.7486377006183311,TSPulse_ZS_fft,0.400958,0.148727,0.292547,-0.4560907006183311,-0.34767970061833114,-0.10841099999999998,0.14382
506_UCR_id_204_Environment_tr_2046_1st_5549,Sub-MCD,0.757636842713395,TSPulse_ZS_time,0.562329,0.529385,0.297706,-0.459930842713395,-0.19530784271339507,-0.26462299999999994,-0.23167899999999997
853_OPPORTUNITY_id_12_HumanActivity_tr_808_1st_908,USAD,0.9988614966821197,TSPulse_ZS_ensemble,0.931125,0.931125,0.53688,-0.46198149668211963,-0.06773649668211967,-0.39424499999999996,-0.39424499999999996
296_TODS_id_10_Synthetic_tr_500_1st_26,Chronos,0.9703335366625344,TSPulse_ZS_time,0.741985,0.084446,0.508312,-0.4620215366625344,-0.2283485366625344,-0.23367300000000002,0.42386599999999997
014_NAB_id_14_WebService_tr_500_1st_1045,Sub-MCD,0.5790752040922689,TSPulse_ZS_future,0.84422,0.578001,0.11691,-0.46216520409226886,0.2651447959077311,-0.72731,-0.461091
841_Exathlon_id_32_Facility_tr_11663_1st_13482,USAD,0.998708191474183,TSPulse_ZS_time,0.994042,0.452431,0.529449,-0.46925919147418305,-0.004666191474183012,-0.46459300000000003,0.07701799999999992
248_SVDB_id_12_Medical_tr_18462_1st_18562,KShapeAD,0.9330637076425524,TSPulse_ZS_time,0.546181,0.114194,0.463551,-0.46951270764255243,-0.3868827076425524,-0.08263000000000004,0.349357
245_SVDB_id_9_Medical_tr_12607_1st_12707,KShapeAD,0.9486588100164924,TSPulse_ZS_future,0.790089,0.007134,0.476632,-0.47202681001649244,-0.1585698100164924,-0.31345700000000004,0.469498
824_Exathlon_id_15_Facility_tr_10766_1st_12590,USAD,0.994807524576821,TSPulse_ZS_ensemble,0.694044,0.694044,0.522718,-0.47208952457682096,-0.300763524576821,-0.17132599999999998,-0.17132599999999998
032_WSD_id_4_WebService_tr_4559_1st_11822,POLY,0.7947125735469623,TSPulse_ZS_ensemble,0.959199,0.959199,0.322186,-0.47252657354696237,0.16448642645303768,-0.637013,-0.637013
419_UCR_id_117_Facility_tr_3000_1st_6168,KMeansAD,0.9959693966293244,TSPulse_ZS_fft,0.635581,0.274072,0.520787,-0.4751823966293244,-0.3603883966293244,-0.11479399999999995,0.24671500000000002
177_MITDB_id_8_Medical_tr_17675_1st_17775,KShapeAD,0.9380796437981064,TSPulse_ZS_ensemble,0.782396,0.782396,0.456588,-0.4814916437981064,-0.1556836437981064,-0.325808,-0.325808
385_UCR_id_83_Environment_tr_2046_1st_6006,KMeansAD,0.8406270830747851,TSPulse_ZS_time,0.901852,0.101799,0.355518,-0.48510908307478506,0.06122491692521492,-0.546334,0.25371900000000003
010_NAB_id_10_WebService_tr_500_1st_271,MOMENT (ZS),0.9813187465510383,TSPulse_ZS_future,0.874754,0.179545,0.495007,-0.48631174655103837,-0.10656474655103831,-0.37974700000000006,0.31546199999999996
831_Exathlon_id_22_Facility_tr_11665_1st_13484,MOMENT (FT),0.9253758304298276,TSPulse_ZS_fft,0.845395,0.10216,0.426682,-0.4986938304298276,-0.07998083042982762,-0.418713,0.324522
838_Exathlon_id_29_Facility_tr_10766_1st_12590,USAD,0.8772769511802179,TSPulse_ZS_ensemble,0.744459,0.744459,0.375316,-0.5019609511802179,-0.13281795118021789,-0.369143,-0.369143
277_NEK_id_1_WebService_tr_500_1st_17,TimesNet,0.9755054993900172,TSPulse_ZS_ensemble,0.65047,0.65047,0.472846,-0.5026594993900172,-0.3250354993900172,-0.177624,-0.177624
439_UCR_id_137_HumanActivity_tr_48750_1st_110800,CNN,0.6463641798235893,TSPulse_ZS_fft,0.944481,0.520235,0.136327,-0.5100371798235893,0.2981168201764107,-0.808154,-0.383908
436_UCR_id_134_Medical_tr_1875_1st_4526,Sub-LOF,0.9024297241616744,TSPulse_ZS_future,0.902382,0.373443,0.391526,-0.5109037241616745,-4.772416167442284e-05,-0.510856,0.01808299999999996
562_YAHOO_id_12_Synthetic_tr_500_1st_893,IForest,1.0,TSPulse_ZS_time,0.98789,0.000174,0.487032,-0.512968,-0.012109999999999954,-0.500858,0.486858
755_YAHOO_id_205_Synthetic_tr_500_1st_893,LOF,1.0,TSPulse_ZS_fft,0.348966,0.076169,0.477735,-0.522265,-0.651034,0.12876900000000002,0.40156600000000003
496_UCR_id_194_Environment_tr_2046_1st_5391,SR,0.5799655018013593,TSPulse_ZS_time,0.923774,0.58163,0.056677,-0.5232885018013593,0.3438084981986407,-0.867097,-0.524953
806_YAHOO_id_256_Synthetic_tr_500_1st_893,Chronos,1.0,TSPulse_ZS_ensemble,0.962902,0.962902,0.474248,-0.525752,-0.037097999999999964,-0.48865400000000003,-0.48865400000000003
282_NEK_id_6_WebService_tr_500_1st_64,OmniAnomaly,0.7740793072230434,TSPulse_ZS_future,0.938762,0.526184,0.246318,-0.5277613072230434,0.16468269277695657,-0.692444,-0.27986599999999995
467_UCR_id_165_Environment_tr_6166_1st_19280,MOMENT (FT),0.6147660296044878,TSPulse_ZS_future,0.796902,0.487221,0.083586,-0.5311800296044877,0.18213597039551221,-0.7133160000000001,-0.403635
148_MSL_id_9_Sensor_tr_883_1st_1238,MOMENT (FT),0.8126724922241076,TSPulse_ZS_ensemble,0.490724,0.490724,0.277487,-0.5351854922241077,-0.32194849222410765,-0.213237,-0.213237
264_IOPS_id_5_WebService_tr_11665_1st_11765,AutoEncoder,0.7797001250305188,TSPulse_ZS_ensemble,0.991208,0.991208,0.237746,-0.5419541250305188,0.2115078749694812,-0.753462,-0.753462
401_UCR_id_99_HumanActivity_tr_1671_1st_5920,USAD,0.9962568285170054,TSPulse_ZS_fft,0.924251,0.525124,0.438021,-0.5582358285170054,-0.07200582851700532,-0.48623000000000005,-0.08710300000000004
054_WSD_id_26_WebService_tr_2409_1st_2509,MOMENT (FT),0.733363494853698,TSPulse_ZS_time,0.940538,0.676577,0.174839,-0.558524494853698,0.20717450514630198,-0.765699,-0.501738
861_OPPORTUNITY_id_20_HumanActivity_tr_2085_1st_2185,Sub-PCA,0.9831636243317632,TSPulse_ZS_ensemble,0.989411,0.989411,0.423776,-0.5593876243317633,0.006247375668236854,-0.5656350000000001,-0.5656350000000001
