file,Best_Baseline_Algo,Best_Baseline_Score,TSPulse_ZS,Diff_vs_Baseline
570_YAHOO_id_20_Synthetic_tr_500_1st_658.csv,SR,0.9906919233604848,0.937597946301752,-0.053093977058732866
841_Exathlon_id_32_Facility_tr_11663_1st_13482.csv,USAD,0.998708191474183,0.9449556153374902,-0.05375257613669282
257_TAO_id_1_Environment_tr_500_1st_3.csv,SR,0.9998350655849488,0.945883432858578,-0.053951632726370824
723_YAHOO_id_173_WebService_tr_500_1st_1214.csv,OmniAnomaly,0.9547599354168956,0.8984921557675809,-0.05626777964931473
149_Stock_id_1_Finance_tr_500_1st_7.csv,SR,0.9989720390207256,0.9362569358115516,-0.06271510320917406
459_UCR_id_157_HumanActivity_tr_50000_1st_110260.csv,Series2Graph,0.0657155509809346,0.0005917265155269,-0.0651238244654077
273_IOPS_id_14_WebService_tr_5569_1st_5669.csv,MOMENT (FT),0.6387803000391984,0.5713883363218956,-0.06739196371730283
198_SMD_id_21_Facility_tr_5925_1st_17580.csv,POLY,0.9413658774452146,0.8735849651292104,-0.06778091231600425
823_Exathlon_id_14_Facility_tr_10766_1st_12590.csv,USAD,0.9999142103620434,0.9294638310308808,-0.0704503793311626
381_UCR_id_79_HumanActivity_tr_16000_1st_31200.csv,Series2Graph,0.1067913653859511,0.0358935378862947,-0.0708978274996564
539_SMAP_id_9_Sensor_tr_1857_1st_4270.csv,MOMENT (FT),0.991961506745492,0.9207060348137708,-0.07125547193172121
382_UCR_id_80_Medical_tr_7500_1st_11800.csv,POLY,0.7424078895856209,0.6698391666985978,-0.0725687228870231
213_SMD_id_36_Facility_tr_5925_1st_17580.csv,USAD,0.9800933140630248,0.9073191887605664,-0.07277412530245841
517_UCR_id_215_Facility_tr_7482_1st_24005.csv,MatrixProfile,0.904600485042372,0.8316746176612333,-0.07292586738113871
187_SMD_id_10_Facility_tr_5000_1st_15849.csv,POLY,0.5031004764172533,0.4298119695980174,-0.07328850681923593
818_Exathlon_id_9_Facility_tr_11665_1st_13484.csv,USAD,0.99970379614177,0.9261711141690632,-0.07353268197270679
191_SMD_id_14_Facility_tr_4596_1st_4696.csv,MOMENT (ZS),0.9453218226865564,0.8671711451997822,-0.07815067748677418
189_SMD_id_12_Facility_tr_5925_1st_17580.csv,POLY,0.9263230457070546,0.8445034576674284,-0.08181958803962619
310_UCR_id_8_HumanActivity_tr_2631_1st_8285.csv,Sub-LOF,0.085234376743859,0.0030164938794566,-0.0822178828644024
166_Stock_id_18_Finance_tr_500_1st_18.csv,SR,0.999709052130718,0.9171636672824648,-0.08254538484825324
734_YAHOO_id_184_WebService_tr_500_1st_768.csv,OmniAnomaly,0.9954075220651076,0.9121518059233849,-0.08325571614172278
274_IOPS_id_15_WebService_tr_4591_1st_4691.csv,MOMENT (FT),0.6734703496932296,0.5874679123565987,-0.08600243733663093
548_SMAP_id_18_Sensor_tr_2094_1st_5600.csv,SAND,0.9857438321030784,0.8981130335582084,-0.08763079854486999
828_Exathlon_id_19_Facility_tr_11663_1st_13482.csv,Sub-PCA,0.9319125508030188,0.8410220431137133,-0.09089050768930551
220_LTDB_id_5_Medical_tr_500_1st_26.csv,Series2Graph,0.7863309674212695,0.6925259993621415,-0.09380496805912797
358_UCR_id_56_Facility_tr_10500_1st_29080.csv,Sub-LOF,0.0968487684438182,0.0011299531512807,-0.0957188152925375
208_SMD_id_31_Facility_tr_5000_1st_15144.csv,Sub-PCA,0.7379767148603048,0.6421502145395209,-0.09582650032078388
293_TODS_id_7_Synthetic_tr_500_1st_7.csv,Chronos,0.6840174572582702,0.5877664443221311,-0.09625101293613914
255_SVDB_id_19_Medical_tr_50000_1st_54982.csv,Sub-KNN,0.3987400474649905,0.3008702839589007,-0.09786976350608978
540_SMAP_id_10_Sensor_tr_2051_1st_4575.csv,KShapeAD,0.9907464373161669,0.8877998762944613,-0.10294656102170552
151_Stock_id_3_Finance_tr_500_1st_62.csv,SR,0.9975434272993452,0.8896237208757793,-0.10791970642356585
298_TODS_id_12_Synthetic_tr_500_1st_0.csv,TimesFM,0.820314250555543,0.7119392681446165,-0.10837498241092647
530_UCR_id_228_HumanActivity_tr_16250_1st_38500.csv,LOF,0.1140142231481119,0.0048844116671192,-0.1091298114809927
276_IOPS_id_17_WebService_tr_19197_1st_19297.csv,IForest,0.489406903384516,0.3720152441075591,-0.11739165927695688
287_TODS_id_1_Synthetic_tr_500_1st_11.csv,SR,0.9821527632507104,0.860317399531345,-0.12183536371936543
534_SMAP_id_4_Sensor_tr_1968_1st_4370.csv,KShapeAD,0.9884783245918805,0.8640511003794874,-0.12442722421239305
288_TODS_id_2_Synthetic_tr_500_1st_65.csv,TimesFM,0.893209416018168,0.7661654293144619,-0.1270439867037061
439_UCR_id_137_HumanActivity_tr_48750_1st_110800.csv,CNN,0.6463641798235893,0.5156739629657155,-0.13069021685787374
178_SMD_id_1_Facility_tr_6000_1st_10609.csv,KMeansAD,0.279916504274691,0.1450841622555928,-0.1348323420190982
292_TODS_id_6_Synthetic_tr_500_1st_11.csv,Chronos,0.9783172752755692,0.8427485458030405,-0.13556872947252874
262_IOPS_id_3_WebService_tr_7028_1st_7128.csv,IForest,0.3060054129641131,0.1704206293129416,-0.1355847836511715
494_UCR_id_192_Facility_tr_22500_1st_72150.csv,SAND,0.1458023820199428,0.0053180969990481,-0.14048428502089472
297_TODS_id_11_Synthetic_tr_500_1st_7.csv,TimesFM,0.6765687034440035,0.5334359549636735,-0.14313274848033009
658_YAHOO_id_108_Synthetic_tr_500_1st_893.csv,IForest,1.0,0.8563539620687918,-0.14364603793120823
263_IOPS_id_4_WebService_tr_3482_1st_3582.csv,MOMENT (ZS),0.808331951828185,0.6630894540327579,-0.14524249779542708
160_Stock_id_12_Finance_tr_500_1st_14.csv,SR,0.9973235314817758,0.8479997438926655,-0.14932378758911025
657_YAHOO_id_107_WebService_tr_500_1st_1260.csv,IForest,1.0,0.8410554816936918,-0.15894451830630818
188_SMD_id_11_Facility_tr_500_1st_392.csv,MOMENT (FT),0.4643527937982312,0.3041281526478673,-0.1602246411503639
304_UCR_id_2_Medical_tr_2499_1st_7000.csv,MatrixProfile,0.2858522416850497,0.1236052615289848,-0.1622469801560649
319_UCR_id_17_Environment_tr_6166_1st_19280.csv,MOMENT (FT),0.6505947929029265,0.4810460952562802,-0.16954869764664632
500_UCR_id_198_Facility_tr_7482_1st_23357.csv,AutoEncoder,0.1858905821373813,0.0098542046867573,-0.176036377450624
199_SMD_id_22_Facility_tr_5925_1st_17580.csv,KMeansAD,0.9433676306841078,0.7664505702273806,-0.17691706045672717
311_UCR_id_9_HumanActivity_tr_16000_1st_38400.csv,Sub-LOF,0.2599235944108026,0.0798759940255781,-0.1800476003852245
373_UCR_id_71_Sensor_tr_2827_1st_5988.csv,MatrixProfile,0.1993685108719435,0.0142125582708289,-0.1851559526011146
571_YAHOO_id_21_Synthetic_tr_500_1st_623.csv,Lag-Llama,0.9823570064723552,0.796471483768891,-0.18588552270346426
807_YAHOO_id_257_WebService_tr_500_1st_1210.csv,OmniAnomaly,0.7360318531918502,0.5493779263850219,-0.18665392680682824
