file,Time,AUC-PR,AUC-ROC,VUS-PR_my,VUS-ROC_my,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,VUS-PR_bench,VUS-ROC_bench,VUS-PR_Improvement,VUS-ROC_Improvement
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,151.76664400100708,0.0053193941981064,0.2874803598276815,0.0055431659289989,0.2871719042889141,0.000670915800067,0.3917970858067998,0.0015527950310558,0.0081703457158625,0.6701337519742634,0.00554,0.28717,3.1659289988997946e-06,1.9042889141118735e-06
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,113.73125672340392,0.0031296832295406,0.1444223900052698,0.003567345128325,0.1444154272887779,0.0008126777732629,0.6438809261300992,0.0015455950540958,0.0114035178185047,0.6592012584649821,0.00357,0.14442,-2.6548716749999132e-06,-4.572711222089465e-06
040_GHL_id_9_Sensor_tr_50000_1st_92001.csv,113.49781131744383,0.0067365708207724,0.2017951910320284,0.0069971345837722,0.2013376568214984,0.0005434782608695,0.5096212274660725,0.0015444015444015,0.0113167559383822,0.6634205644958651,0.007,0.20134,-2.865416227799955e-06,-2.3431785015903817e-06
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,113.26822090148926,0.0048992061801698,0.1238236266905807,0.0052660906683366,0.1193633554478588,0.0006343165239454,0.1518616241571386,0.0015384615384615,0.0089112886344588,0.6648977360363084,0.00527,0.11936,-3.909331663400593e-06,3.355447858802152e-06
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,113.85981583595276,0.0045979400702032,0.2472562691031426,0.0048348171447871,0.2324569320966953,0.0007079646017699,0.3624238909828935,0.0015612802498048,0.0074790826624397,0.6609390883787895,0.00483,0.23246,4.817144787099686e-06,-3.0679033047043003e-06
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,113.72669553756714,0.002931040252394,0.1901089282003592,0.0033333544910404,0.1899406589638418,0.0008521516829995,0.6187812775978805,0.0015420200462605,0.0102906004957804,0.6639558257894362,0.00333,0.18994,3.354491040399865e-06,6.589638417986432e-07
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,143.33250975608826,0.004887396531636,0.1291409312146996,0.0053300464796639,0.1230526616777313,0.000632911392405,0.3378058405682715,0.0015232292460015,0.0088801691116955,0.6697172561343919,0.00533,0.12305,4.6479663900686474e-08,2.6616777312887807e-06
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,113.8408854007721,0.0049024983768484,0.180944466945796,0.0052478224832355,0.180955118809368,0.0013119055428009,0.7351598173515982,0.0031249999999999,0.0087060409965613,0.6719221568458147,0.00525,0.18096,-2.177516764500023e-06,-4.881190632022303e-06
046_GHL_id_15_Sensor_tr_50000_1st_156462.csv,113.59022903442384,0.0129830417957074,0.7758644370233667,0.0133438855363406,0.7758564801837662,0.0007827788649706,0.6533087266016346,0.0015186028853454,0.0120757842088725,0.6680559355624817,0.01334,0.77586,3.885536340600751e-06,-3.519816233810147e-06
047_GHL_id_16_Sensor_tr_50000_1st_77001.csv,113.39232635498048,0.0071458975863993,0.1153623386547124,0.0078888703273558,0.0863140679023589,0.0009893643334157,0.5902668759811617,0.0030349013657056,0.0088388993587836,0.575307183188327,0.00789,0.08631,-1.129672644199775e-06,4.067902358906306e-06
