file,Time,AUC-PR,AUC-ROC,VUS-PR_my,VUS-ROC_my,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,VUS-PR_bench,VUS-ROC_bench,VUS-PR_Improvement,VUS-ROC_Improvement
097_SVDB_id_14_Medical_tr_1031_1st_1131.csv,173.30833292007446,0.9153596957720496,0.9564986704105272,0.9518411798690308,0.9858232157059584,0.8816969835708345,0.9972975894497892,0.9961449955473616,0.7890088945605274,0.99232275199763,0.91335,0.95646,0.038491179869030834,0.029363215705958456
098_SVDB_id_15_Medical_tr_500_1st_303.csv,172.91839814186096,0.2448312254757547,0.6008094454089993,0.2635233548824509,0.7119389536623938,0.3411254304837511,0.8639563106796116,0.5879464784455714,0.1193075007825619,0.7824558756841498,0.21564,0.59914,0.04788335488245088,0.11279895366239379
099_SVDB_id_16_Medical_tr_1115_1st_1215.csv,172.75488138198853,0.5721967992069368,0.847420288003151,0.5964679697648179,0.9091197812687468,0.5655820493427243,0.7688426162493612,0.7278129552436855,0.4473304119369826,0.8015253795593859,0.48982,0.83093,0.10664796976481788,0.07818978126874687
100_SVDB_id_17_Medical_tr_17803_1st_17903.csv,97.9059672355652,0.0290253934607394,0.3469944501761735,0.0413570460164031,0.4634548848377995,0.0846616397948656,0.737362526485723,0.1780973451327431,0.2485607336899921,0.7350362666655822,0.03015,0.34689,0.011207046016403103,0.11656488483779953
101_SVDB_id_18_Medical_tr_1851_1st_1951.csv,172.5066831111908,0.5959456355328693,0.8527831401600396,0.6253069568911555,0.9057056664635564,0.6518735366774118,0.956485280464796,0.8863198298724313,0.2652331158446234,0.9234918873187116,0.59608,0.8526,0.029226956891155398,0.05310566646355641
102_SVDB_id_19_Medical_tr_50000_1st_107354.csv,172.735289812088,0.3774366240897419,0.8016285425229468,0.3765148915098837,0.8073597213957697,0.446794384339526,0.9770233589478916,0.7979778339490564,0.1899017327819402,0.8619556517497073,0.37444,0.8015,0.002074891509883714,0.005859721395769735
103_SVDB_id_20_Medical_tr_12167_1st_12267.csv,172.74158310890198,0.0589604060696635,0.4657331644325314,0.0373818561700972,0.542947332903155,0.0894370923058635,0.2974935177182368,0.1465011237426079,0.4040540400433819,0.6780362451183253,0.02992,0.44412,0.0074618561700971996,0.09882733290315499
104_SVDB_id_21_Medical_tr_50000_1st_106634.csv,172.6503868103027,0.0820675493452279,0.7258804714989934,0.0640236478922459,0.7724133252881077,0.1612242209778461,0.9053676698727892,0.7378979502834708,0.2244357599058709,0.7951854971030563,0.05524,0.72561,0.008783647892245908,0.04680332528810771
105_SVDB_id_22_Medical_tr_500_1st_417.csv,113.28368306159972,0.4462397195484285,0.6809514598045865,0.5016413742684074,0.788368709712839,0.5668399763788113,0.953050193050193,0.8498742251542029,0.2155155144441528,0.9203692100968498,0.44443,0.68086,0.05721137426840739,0.10750870971283899
106_SVDB_id_23_Medical_tr_37500_1st_121963.csv,112.8839099407196,0.0647507962208429,0.7904054419847776,0.0688407014123673,0.8018474474766027,0.1790720963965664,1.0,0.9999999999999996,0.3366141732283464,0.9984591184889527,0.06825,0.79037,0.0005907014123672921,0.011477447476602731
107_SVDB_id_24_Medical_tr_32805_1st_32905.csv,172.75632977485657,0.0512804131732211,0.5417098364619,0.0656022348552186,0.66083974484444,0.1098024172108647,0.5463766870110891,0.2281152505046793,0.082829650098184,0.7286419696771658,0.04639,0.53244,0.0192122348552186,0.12839974484443994
108_SVDB_id_25_Medical_tr_1238_1st_1338.csv,172.54192066192627,0.1434679487765861,0.8136623491653677,0.1462501886066746,0.8529952919723853,0.244457348189454,0.932315219808733,0.7241946861039261,0.3437265396898603,0.7861768731192925,0.12867,0.81358,0.017580188606674596,0.03941529197238536
109_SVDB_id_26_Medical_tr_1038_1st_1138.csv,172.4840648174286,0.46091344125682,0.627125419587173,0.5015743277347866,0.7304790346572393,0.5497209194349667,0.9383756108913196,0.8846524159104431,0.3158816223312529,0.9210103835550412,0.45285,0.62655,0.04872432773478663,0.10392903465723924
110_SVDB_id_27_Medical_tr_30824_1st_30924.csv,172.59691524505615,0.2752600693519336,0.7262173109919996,0.2878679857133407,0.7894338624271731,0.3531840852457744,0.9607002938295788,0.823618470855412,0.2351102232679039,0.9123512466604832,0.26704,0.72614,0.020827985713340713,0.06329386242717305
111_SVDB_id_28_Medical_tr_1791_1st_1891.csv,172.480299949646,0.6714891352211889,0.7186145670589388,0.7007233510340684,0.8054728579361202,0.7362256438530531,0.9950400436840188,0.9867252462904808,0.4729353462488436,0.9723263073077292,0.66838,0.71859,0.03234335103406838,0.08688285793612027
112_SVDB_id_29_Medical_tr_8226_1st_8326.csv,172.590735912323,0.0194220293681888,0.471344541004553,0.0184131458926112,0.5592687711148183,0.0560510409733305,0.5772713993572889,0.1897018970189698,0.0454735373194684,0.7124464943080621,0.01468,0.46974,0.0037331458926111987,0.08952877111481833
113_SVDB_id_30_Medical_tr_4552_1st_4652.csv,172.97396874427795,0.4152620522616689,0.7839657075491273,0.4139049781544384,0.7880792836553766,0.5576397219943489,0.9203400065028566,0.7762081784386612,0.1584223507701503,0.8934329478205936,0.4119,0.78387,0.002004978154438397,0.00420928365537665
114_SVDB_id_31_Medical_tr_25000_1st_63090.csv,75.01404476165771,0.0080017796987876,0.6010914991976926,0.0083179338646737,0.6221830401287318,0.0251044822890306,0.8882931188561215,0.0261194029850746,0.0281149888523008,0.8030649999688687,0.00804,0.60121,0.0002779338646737,0.0209730401287318
115_PSM_id_1_Facility_tr_50000_1st_129872.csv,1597.190515756607,0.1483972303185379,0.5329691702118843,0.1763424465040706,0.5477198223022552,0.2063800546921281,0.8030226236004239,0.3216630196936538,0.2606808528519151,0.7629694012402569,0.13839,0.49467,0.03795244650407059,0.053049822302255245
116_TAO_id_1_Environment_tr_500_1st_3.csv,10.388228178024292,0.434252988678292,0.9274227992858388,0.9513712488331844,0.9918713563653164,0.5058456504421603,0.5222816399286988,0.5063216881482412,0.8856319433557509,0.8463332632481961,0.35558,0.87949,0.5957912488331844,0.11238135636531643
117_TAO_id_2_Environment_tr_500_1st_1.csv,10.716018915176392,0.512265904381046,0.863634629362357,0.8406300360941832,0.952018590788046,0.5381144010178629,0.5746593215424761,0.5531887715067161,0.9138206986420324,0.8392233667634996,0.4309,0.7969,0.4097300360941832,0.1551185907880459
