file,Dataset,Best_Algo,Best_Score,Oracle,TSPulse2,TSPulse2Triangulation,TSPulse2_llm_selection_ablated_ensemble,TSPulse2_llm_selection_ablated_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse2_llm_selection_ablated_time,TSPulseFT,TSPulseZS
099_SVDB_id_16_Medical_tr_1115_1st_1215,SVDB,TSPulse2_llm_selection_ablated_fft,0.5542459958454465,0.5542459958454465,0.5183253375270489,0.4863539723045039,0.5183253375270489,0.5542459958454465,0.1405183805967011,0.4863539723045039,0.47,0.5185039028253514
100_SVDB_id_17_Medical_tr_17803_1st_17903,SVDB,TSPulseFT,0.47,0.0538615015861896,0.0497368026773756,0.0523677375833045,0.0497368026773756,0.0538615015861896,0.0436321846141859,0.0523677375833045,0.47,0.0485641109401888
101_SVDB_id_18_Medical_tr_1851_1st_1951,SVDB,TSPulse2_llm_selection_ablated_fft,0.757916276328149,0.757916276328149,0.751157091884065,0.751157091884065,0.6970405569905819,0.757916276328149,0.119483501551455,0.751157091884065,0.47,0.740381191327934
102_SVDB_id_19_Medical_tr_50000_1st_107354,SVDB,TSPulseFT,0.47,0.45261455835663,0.4302418007472607,0.4302418007472607,0.4014395096713855,0.45261455835663,0.0872855937640334,0.4302418007472607,0.47,0.4654411049160262
103_SVDB_id_20_Medical_tr_12167_1st_12267,SVDB,TSPulseFT,0.47,0.0384220085783107,0.0364048463663576,0.0369051496499756,0.0364048463663576,0.0384220085783107,0.0381856316008699,0.0369051496499756,0.47,0.0299744439039409
104_SVDB_id_21_Medical_tr_50000_1st_106634,SVDB,TSPulseFT,0.47,0.3095224335599266,0.3016985227900907,0.3016985227900907,0.2218153944097056,0.3095224335599266,0.0306960598118859,0.3016985227900907,0.47,0.3023261995140203
105_SVDB_id_22_Medical_tr_500_1st_417,SVDB,TSPulseZS,0.5705526546230927,0.4816716323481489,0.3838045119580758,0.452098562444308,0.3838045119580758,0.4816716323481489,0.1367693192250986,0.452098562444308,0.47,0.5705526546230927
106_SVDB_id_23_Medical_tr_37500_1st_121963,SVDB,TSPulseZS,0.5216845470141639,0.5091938969967323,0.5091938969967323,0.5008828659421489,0.0910747729729878,0.5091938969967323,0.0076680697693084,0.5008828659421489,0.47,0.5216845470141639
108_SVDB_id_25_Medical_tr_1238_1st_1338,SVDB,TSPulseFT,0.47,0.3970129352317099,0.3669694625662951,0.3669694625662951,0.1922665515511626,0.3970129352317099,0.0609052151108321,0.3669694625662951,0.47,0.3577939207909594
109_SVDB_id_26_Medical_tr_1038_1st_1138,SVDB,TSPulse2_llm_selection_ablated_time,0.5572195024753882,0.5572195024753882,0.5367706343688836,0.5572195024753882,0.5367706343688836,0.5322347148837315,0.1422038648705443,0.5572195024753882,0.47,0.4748264584810399
110_SVDB_id_27_Medical_tr_30824_1st_30924,SVDB,TSPulseFT,0.47,0.4124570797472721,0.0496731845704243,0.4124570797472721,0.3945289790136086,0.4071539392020314,0.0496731845704243,0.4124570797472721,0.47,0.3247911600689066
111_SVDB_id_28_Medical_tr_1791_1st_1891,SVDB,TSPulse2_llm_selection_ablated_fft,0.7398932744979084,0.7398932744979084,0.6674306473395489,0.7231228095853265,0.6674306473395489,0.7398932744979084,0.1586702486418601,0.7231228095853265,0.47,0.6840242418266237
112_SVDB_id_29_Medical_tr_8226_1st_8326,SVDB,TSPulseFT,0.47,0.0281236486446388,0.0144613826702519,0.0261401891361514,0.0260836223020224,0.0281236486446388,0.0144613826702519,0.0261401891361514,0.47,0.0147168822284516
114_SVDB_id_31_Medical_tr_25000_1st_63090,SVDB,TSPulseFT,0.47,0.0054159506912423,0.0049406690716536,0.0049331209195443,0.0049406690716536,0.0048985048081246,0.0054159506912423,0.0049331209195443,0.47,0.0082799147643455
115_PSM_id_1_Facility_tr_50000_1st_129872,PSM,TSPulse2,0.1405056912782685,0.140439358986216,0.1405056912782685,0.140439358986216,0.1383090276523972,0.1373110108155914,0.1177600624798341,0.140439358986216,0.14,0.1383872673314994
116_TAO_id_1_Environment_tr_500_1st_3,TAO,TSPulse2,0.9928903961348678,0.9928903961348678,0.9928903961348678,0.9928903961348678,0.9190068902860938,0.8895570188854148,0.9928903961348678,0.8895564156613887,0.93,0.938225549716014
117_TAO_id_2_Environment_tr_500_1st_1,TAO,TSPulse2_llm_selection_ablated_forecast,0.9812039680531478,0.9812039680531478,0.7744236295471324,0.9812039680531478,0.7744236295471324,0.730327209373419,0.9812039680531478,0.7308133088317209,0.93,0.9321213044409438
