file,Best_Baseline_Algo,Best_Baseline_Score,Best_TSPulse_Algo,Best_TSPulse_Score,TSPulse_ZS_ensemble,Diff_ZS_vs_Baseline
150_SMAP_id_7_Sensor_tr_2077_1st_5394,KMeansAD,0.5408077843630235,TSPulse_ZS_fft,0.2533440217999056,0.2522123496243896,-0.28746376256311784
130_OPPORTUNITY_id_2_HumanActivity_tr_1045_1st_1145,PCA,0.3647590925312834,TSPulse_ZS_forecast,0.0766441037671873,0.0582944440727292,-0.28811498876409614
043_GHL_id_12_Sensor_tr_39938_1st_40038,LSTMAD,0.3072804239082893,TSPulse2_tuning_set_channel_selection,0.0138558636772844,0.0038861349851209,-0.2934245602310049
006_MSL_id_5_Sensor_tr_1150_1st_1250,Donut,0.4190173958477221,TSPulse2_tuning_set_channel_selection,0.1131796065935087,0.0512639930375623,-0.30583778925421334
118_TAO_id_3_Environment_tr_500_1st_7,AutoEncoder,0.9989710015153512,TSPulse_ZS_forecast,0.6784048766728852,0.3986224486619031,-0.32056612484246605
065_SMD_id_9_Facility_tr_737_1st_837,MCD,0.7000206050583726,TSPulse2_tuning_set_channel_selection,0.3334166719651406,0.2770662226679863,-0.366603933093232
155_SMAP_id_12_Sensor_tr_1907_1st_4800,KMeansAD,0.4318589280147014,TSPulse_ZS_scaled_ensemble,0.04357126225597,0.039734651432995,-0.38828766575873136
015_MSL_id_14_Sensor_tr_575_1st_1250,KMeansAD,0.5684500440083119,TSPulse_ZS_forecast,0.1546176352411531,0.128279696090806,-0.41383240876715877
133_OPPORTUNITY_id_5_HumanActivity_tr_1745_1st_6500,OmniAnomaly,0.991917499590378,TSPulse_ZS_forecast,0.5322511352340318,0.4637772067262468,-0.4596663643563462
171_SWaT_id_1_Sensor_tr_3749_1st_9522,AutoEncoder,0.6071858744094806,TSPulse_ZS_forecast,0.1413391940737493,0.1278537534509466,-0.4658466803357313
025_MITDB_id_7_Medical_tr_37500_1st_88864,CNN,0.5577890606279379,TSPulse_ZS_scaled_ensemble,0.0697194622846417,0.065954505195845,-0.48806959834329616
080_LTDB_id_2_Medical_tr_500_1st_266,KMeansAD,0.6972708571790771,TSPulse_ZS_forecast,0.1897611717100172,0.160680209741614,-0.50750968546906
053_GHL_id_22_Sensor_tr_50000_1st_126448,Donut,0.6509399940913787,TSPulse2_tuning_set_channel_selection,0.0817587792732186,0.0209680804240289,-0.5691812148181601
172_SWaT_id_2_Sensor_tr_23700_1st_23800,PCA,0.6568450199025841,TSPulse_ZS_forecast,0.0840407090227263,0.0832552343807746,-0.5728043108798578
066_SMD_id_10_Facility_tr_2634_1st_2734,OCSVM,0.6485942544542658,TSPulse_ZS_scaled_ensemble,0.0733505777896124,0.070268551015477,-0.5752436766646534
100_SVDB_id_17_Medical_tr_17803_1st_17903,KMeansAD,0.6734735127533943,TSPulse_ZS_time,0.0790022800489453,0.0596608449483122,-0.594471232704449
160_SMAP_id_17_Sensor_tr_1832_1st_5300,Donut,0.6510341997748353,TSPulse_ZS_forecast,0.0555314913313342,0.0441267631874142,-0.5955027084435012
148_SMAP_id_5_Sensor_tr_2011_1st_5060,LSTMAD,0.6657186754202163,TSPulse_ZS_time,0.0595549954705361,0.0550227079738158,-0.6061636799496802
144_SMAP_id_1_Sensor_tr_2052_1st_5300,KMeansAD,0.9705942597856456,TSPulse_ZS_time,0.2366583737573037,0.2334586635908962,-0.7339358860283419
046_GHL_id_15_Sensor_tr_50000_1st_156462,IForest,0.7612415483369298,TSPulse_ZS_forecast,0.0263096090032653,0.0095702437216201,-0.7349319393336645
175_Exathlon_id_2_Facility_tr_10684_1st_10784,AutoEncoder,0.968554844263991,TSPulse_ZS_forecast,0.1356451058448262,0.074523658371047,-0.8329097384191648
001_Genesis_id_1_Sensor_tr_4055_1st_15538,KMeansAD,0.8909267796127135,TSPulse_ZS_fft,0.0413667699606855,0.0285529923272398,-0.8495600096520279
193_Exathlon_id_20_Facility_tr_8898_1st_8998,MCD,0.9703964365493988,TSPulse_ZS_forecast,0.1023169816034369,0.0901189008569779,-0.8680794549459618
