Method,CATSv2,Credit Card,Daphnet,Exathlon,GECCO,GHL,Genesis,LTDB,MITDB,MSL,OPPORTUNITY,PSM,SMAP,SMD,SVDB,SWaT,TAO
TSPulse (FT),0.07,0.00,0.35,0.91,0.18,0.01,0.02,0.57,0.14,0.21,0.07,0.14,0.32,0.36,0.47,0.14,0.93
