filename,AUC-PR,AUC-ROC,Affiliation-F,Event-based-F1,PA-F1,R-based-F1,Standard-F1,VUS-PR,VUS-ROC
001_Genesis_id_1_Sensor_tr_4055_1st_15538.csv,0.005124912229441704,0.7193061224489796,0.8256233421980087,0.016126431220770825,0.018698578908002993,0.01476450612727004,0.016377171339420845,0.005579952676275224,0.6854252731395588
